so_no,customer,pe_id,product_code,product_name,bom_status,mtype,mat_id,mat_code,mat_name,need_qty,po_no,po_id,po_status,link_state,po_qty
SO-00082,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3405,PR0007032,SKINQ RX HYDRA FIX BALM 50ML,Production Released,RM,3411,1000612,WATER,147.16,DPO-005,1087,Released,unlinked,179
SO-00089,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3411,PR0006913,SKINQ 15% VITAMIN C GLOW SERUM 30ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",27,EI/PO/26-27/786,983,Released,unlinked,200
SO-00089,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3411,PR0006913,SKINQ 15% VITAMIN C GLOW SERUM 30ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),1.62,EI/PO/26-27/787,984,Released,unlinked,10
SO-00089,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3411,PR0006913,SKINQ 15% VITAMIN C GLOW SERUM 30ML,Production Released,RM,3411,1000612,WATER,391.5,DPO-005,1087,Released,unlinked,179
SO-00494,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3246,PR0006913,SKINQ 15% VITAMIN C GLOW SERUM 30ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",0.648,EI/PO/26-27/786,983,Released,unlinked,200
SO-00494,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3246,PR0006913,SKINQ 15% VITAMIN C GLOW SERUM 30ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.03888,EI/PO/26-27/787,984,Released,unlinked,10
SO-00494,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3246,PR0006913,SKINQ 15% VITAMIN C GLOW SERUM 30ML,Production Released,RM,3411,1000612,WATER,9.396,DPO-005,1087,Released,unlinked,179
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3306,PR0007196,SKINQ HYDRATE EXFOLIATE_KC 10ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,3,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3306,PR0007196,SKINQ HYDRATE EXFOLIATE_KC 10ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,3,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3306,PR0007196,SKINQ HYDRATE EXFOLIATE_KC 10ML,Production Released,RM,3327,1000473,VEGAROL 1698,1.8,EI/PO/26-27/881,1026,Released,unlinked,100
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3306,PR0007196,SKINQ HYDRATE EXFOLIATE_KC 10ML,Production Released,RM,3411,1000612,AQUA,47.82,DPO-005,1087,Released,unlinked,179
SO-00180,Dr. MAYA,3468,PR0006953,SKIN VIRTUE HYDRA OATS BODY WASH 200 ML,Production Released,RM,2984,1000019,ALPHA CAPB,40,EI/PO/26-27/890,1031,Released,unlinked,500
SO-00180,Dr. MAYA,3468,PR0006953,SKIN VIRTUE HYDRA OATS BODY WASH 200 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,10,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00180,Dr. MAYA,3468,PR0006953,SKIN VIRTUE HYDRA OATS BODY WASH 200 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,10,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00180,Dr. MAYA,3468,PR0006953,SKIN VIRTUE HYDRA OATS BODY WASH 200 ML,Production Released,RM,3359,1000517,GALAXY SCI 85P,8,EI/PO/26-27/949,1075,Released,unlinked,240
SO-00180,Dr. MAYA,3468,PR0006953,SKIN VIRTUE HYDRA OATS BODY WASH 200 ML,Production Released,RM,3411,1000612,WATER,106.6,DPO-005,1087,Released,unlinked,179
SO-00601,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3291,PR0007192,SKINQ DETAN PRE-MASK SERUM_KC 10ML(IND),Production Released,RM,3411,1000612,WATER,46.02,DPO-005,1087,Released,unlinked,179
SO-00601,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3291,PR0007192,SKINQ DETAN PRE-MASK SERUM_KC 10ML(IND),Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,3,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00601,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3291,PR0007192,SKINQ DETAN PRE-MASK SERUM_KC 10ML(IND),Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,3,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00601,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3291,PR0007192,SKINQ DETAN PRE-MASK SERUM_KC 10ML(IND),Production Released,RM,3355,1000511,Niacinamide,0.6,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00601,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3291,PR0007192,SKINQ DETAN PRE-MASK SERUM_KC 10ML(IND),Production Released,RM,3811,1000800,ASCOVIT TM C (3-O-ETHYL ASCORBIC ACID),0.6,EI/PO/26-27/894,1035,Released,unlinked,20
SO-00601,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3291,PR0007192,SKINQ DETAN PRE-MASK SERUM_KC 10ML(IND),Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.6,EI/PO/26-27/787,984,Released,unlinked,10
SO-00065,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3250,PR0006911,SKINQ ACNE & OIL CONTROL SERUM 30ML,Production Released,RM,3355,1000511,Niacinamide,2.3118,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00065,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3250,PR0006911,SKINQ ACNE & OIL CONTROL SERUM 30ML,Production Released,RM,3257,1000392,Salicylic Acid,1.1559,EI/PO/26-27/881,1026,Released,unlinked,50
SO-00065,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3250,PR0006911,SKINQ ACNE & OIL CONTROL SERUM 30ML,Production Released,RM,3411,1000612,AQUA,82.76244,DPO-005,1087,Released,unlinked,179
SO-00085,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3408,PR0006911,SKINQ ACNE & OIL CONTROL SERUM 30ML,Production Released,RM,3355,1000511,Niacinamide,8.4,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00085,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3408,PR0006911,SKINQ ACNE & OIL CONTROL SERUM 30ML,Production Released,RM,3257,1000392,Salicylic Acid,4.2,EI/PO/26-27/881,1026,Released,unlinked,50
SO-00085,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3408,PR0006911,SKINQ ACNE & OIL CONTROL SERUM 30ML,Production Released,RM,3411,1000612,AQUA,300.72,DPO-005,1087,Released,unlinked,179
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3438,1001082,GALSOFT SCT 40,15,EI/PO/26-27/785,982,Released,unlinked,200
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",10,EI/PO/26-27/786,983,Released,unlinked,200
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3092,1000173,EMUL 34 U,7,EI/PO/26-27/889,1030,Released,unlinked,200
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3092,1000173,EMUL 34 U,7,EI/PO/26-27/923,1056,Released,unlinked,400
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3355,1000511,Niacinamide,2,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3096,1000181,Evening Prime Rose Oil,0.5,EI/PO/26-27/784,981,Released,unlinked,4
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3793,1001341,FLOCARE C 122 PF,0.5,EI/PO/26-27/892,1033,Released,unlinked,60
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3411,1000612,WATER,31,DPO-005,1087,Released,unlinked,179
SO-00179,KOSMODERMA HEALTHCARE PRIVATE LIMITED,3467,PR0003759,KOSMODERMA DAILY GENTLE SKIN CLEANSER - 100ML,Production Released,RM,3667,2000030,Aqua,0.1,EI/PO/26-27/956,1081,Released,unlinked,20
SO-00084,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3407,PR0007034,SKINQ RX DERMA BRIGHT AHA SERUM 30ML,Production Released,RM,3411,1000612,WATER,44.82,DPO-005,1087,Released,unlinked,179
SO-00084,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3407,PR0007034,SKINQ RX DERMA BRIGHT AHA SERUM 30ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.3,EI/PO/26-27/787,984,Released,unlinked,10
SO-03599,Spinbest Innovations LLP,3303,PR0007315,SKINNABLE ULTRA PROTECTIVE HYDRA MOISTURISER 200ML,Production Released,RM,3355,1000511,Niacinamide,3.328,EI/PO/26-27/926,1059,Released,unlinked,200
SO-03599,Spinbest Innovations LLP,3303,PR0007315,SKINNABLE ULTRA PROTECTIVE HYDRA MOISTURISER 200ML,Production Released,RM,3411,1000612,WATER,113.78432,DPO-005,1087,Released,unlinked,179
SO-03599,Spinbest Innovations LLP,3303,PR0007315,SKINNABLE ULTRA PROTECTIVE HYDRA MOISTURISER 200ML,Production Released,RM,3277,1000412,Butyrospermum Parkii Butter,3.328,EI/PO/26-27/881,1026,Released,unlinked,80
SO-03599,Spinbest Innovations LLP,3303,PR0007315,SKINNABLE ULTRA PROTECTIVE HYDRA MOISTURISER 200ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.1664,EI/PO/26-27/787,984,Released,unlinked,10
SO-03599,Spinbest Innovations LLP,3303,PR0007315,SKINNABLE ULTRA PROTECTIVE HYDRA MOISTURISER 200ML,Production Released,RM,3327,1000473,VEGAROL 1698,3.328,EI/PO/26-27/881,1026,Released,unlinked,100
SO-03599,Spinbest Innovations LLP,3303,PR0007315,SKINNABLE ULTRA PROTECTIVE HYDRA MOISTURISER 200ML,Production Released,RM,3542,1001284,CCTG,10.816,DPO-003,1085,Released,linked:PR,3
SO-03599,Spinbest Innovations LLP,3303,PR0007315,SKINNABLE ULTRA PROTECTIVE HYDRA MOISTURISER 200ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,4.992,EI/PO/26-27/893,1034,Released,unlinked,500
SO-03599,Spinbest Innovations LLP,3303,PR0007315,SKINNABLE ULTRA PROTECTIVE HYDRA MOISTURISER 200ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,4.992,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00526,QUALITAS PHARMA,3299,PR0007216,QUALITAS PHARMA QUALI BLOCK SUNSCREEN GEL 50ML,Production Released,RM,3564,1001331,AVOBENZONE,0.4155,EI/PO/26-27/892,1033,Released,unlinked,25
SO-00526,QUALITAS PHARMA,3299,PR0007216,QUALITAS PHARMA QUALI BLOCK SUNSCREEN GEL 50ML,Production Released,RM,3542,1001284,CCTG,0.20775,DPO-003,1085,Released,linked:PR,3
SO-00526,QUALITAS PHARMA,3299,PR0007216,QUALITAS PHARMA QUALI BLOCK SUNSCREEN GEL 50ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.0277,EI/PO/26-27/787,984,Released,unlinked,10
SO-00526,QUALITAS PHARMA,3299,PR0007216,QUALITAS PHARMA QUALI BLOCK SUNSCREEN GEL 50ML,Production Released,RM,3811,1000800,ASCOVIT TM C (3-O-ETHYL ASCORBIC ACID),0.01385,EI/PO/26-27/894,1035,Released,unlinked,20
SO-00526,QUALITAS PHARMA,3299,PR0007216,QUALITAS PHARMA QUALI BLOCK SUNSCREEN GEL 50ML,Production Released,RM,3411,1000612,WATER,10.477525,DPO-005,1087,Released,unlinked,179
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,2984,1000019,ALPHA CAPB,2.67,EI/PO/26-27/890,1031,Released,unlinked,500
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3373,1000536,INNOCARE ST100,0.534,EI/PO/26-27/930,1062,Released,unlinked,200
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3756,1001381,DECYL GLUCOSIDE 50% (APG 2000),0.267,EI/PO/26-27/911,1049,Released,unlinked,200
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,0.178,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,0.178,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3438,1001082,GALSOFT SCT 40,0.178,EI/PO/26-27/785,982,Released,unlinked,200
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3257,1000392,Salicylic Acid,0.089,EI/PO/26-27/881,1026,Released,unlinked,50
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3285,1000422,SODIUM GLUCONATE,0.0178,EI/PO/26-27/881,1026,Released,unlinked,25
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.0089,EI/PO/26-27/787,984,Released,unlinked,10
SO-00029,ARCHEESH LABORATORIES,3260,PR0006597,SKINVEST CLEAR WIN pH 5.5 CLEANSER 100ML,Production Released,RM,3411,1000612,AQUA,3.18353,DPO-005,1087,Released,unlinked,179
SO-00063,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3337,PR0006922,SKINQ HYDRATE SERUM 7.5ML_Sample pack,Production Released,RM,3795,1001355,COSCARE - PDO,0.99,EI/PO/26-27/786,983,Released,unlinked,200
SO-00063,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3337,PR0006922,SKINQ HYDRATE SERUM 7.5ML_Sample pack,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.0495,EI/PO/26-27/787,984,Released,unlinked,10
SO-00063,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3337,PR0006922,SKINQ HYDRATE SERUM 7.5ML_Sample pack,Production Released,RM,3411,1000612,WATER,8.1378,DPO-005,1087,Released,unlinked,179
SO-00603,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3274,PR0007044,SKINQ RX HYDRATE MOISTURIZE_KC 10ML,Production Released,RM,3411,1000612,WATER,43.62,DPO-005,1087,Released,unlinked,179
SO-00603,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3274,PR0007044,SKINQ RX HYDRATE MOISTURIZE_KC 10ML,Production Released,RM,3327,1000473,VEGAROL 1698,1.2,EI/PO/26-27/881,1026,Released,unlinked,100
SO-00030,ARCHEESH LABORATORIES,3259,PR0006740,SKINVEST BYE BYE BUMPS 50 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,3.48,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00030,ARCHEESH LABORATORIES,3259,PR0006740,SKINVEST BYE BYE BUMPS 50 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,3.48,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00030,ARCHEESH LABORATORIES,3259,PR0006740,SKINVEST BYE BYE BUMPS 50 ML,Production Released,RM,3355,1000511,Niacinamide,0.87,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00030,ARCHEESH LABORATORIES,3259,PR0006740,SKINVEST BYE BYE BUMPS 50 ML,Production Released,RM,3257,1000392,Salicylic Acid,0.348,EI/PO/26-27/881,1026,Released,unlinked,50
SO-00030,ARCHEESH LABORATORIES,3259,PR0006740,SKINVEST BYE BYE BUMPS 50 ML,Production Released,RM,3285,1000422,SODIUM GLUCONATE,0.0348,EI/PO/26-27/881,1026,Released,unlinked,25
SO-00030,ARCHEESH LABORATORIES,3259,PR0006740,SKINVEST BYE BYE BUMPS 50 ML,Production Released,RM,3411,1000612,WATER,7.6908,DPO-005,1087,Released,unlinked,179
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3305,PR0007195,SKINQ HYDRATE CLEANSE_KC 10ML,Production Released,RM,3756,1001381,DECYL GLUCOSIDE 50% (APG 2000),1.2,EI/PO/26-27/911,1049,Released,unlinked,200
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3305,PR0007195,SKINQ HYDRATE CLEANSE_KC 10ML,Production Released,RM,3355,1000511,Niacinamide,0.6,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3305,PR0007195,SKINQ HYDRATE CLEANSE_KC 10ML,Production Released,RM,3659,2000010,BACK PACK 19,0.03,EI/PO/26-27/789,985,Released,unlinked,1
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3305,PR0007195,SKINQ HYDRATE CLEANSE_KC 10ML,Production Released,RM,3411,1000612,WATER,46.35,DPO-005,1087,Released,unlinked,179
SO-00067,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3305,PR0007195,SKINQ HYDRATE CLEANSE_KC 10ML,Production Released,RM,3897,1001183,GALAXY CAPB,1.2,EI/PO/26-27/951,1077,Released,unlinked,200
SO-00059,M/s R K Pharmacy,3342,PR0004225-KC,PERSONIKS MOISTURISING CREAM GEL 50 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,1.25,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00059,M/s R K Pharmacy,3342,PR0004225-KC,PERSONIKS MOISTURISING CREAM GEL 50 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,1.25,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00059,M/s R K Pharmacy,3342,PR0004225-KC,PERSONIKS MOISTURISING CREAM GEL 50 ML,Production Released,RM,3542,1001284,CCTG,1.25,DPO-003,1085,Released,linked:PR,3
SO-00059,M/s R K Pharmacy,3342,PR0004225-KC,PERSONIKS MOISTURISING CREAM GEL 50 ML,Production Released,RM,3355,1000511,Niacinamide,0.5,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00059,M/s R K Pharmacy,3342,PR0004225-KC,PERSONIKS MOISTURISING CREAM GEL 50 ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.025,EI/PO/26-27/787,984,Released,unlinked,10
SO-00059,M/s R K Pharmacy,3342,PR0004225-KC,PERSONIKS MOISTURISING CREAM GEL 50 ML,Production Released,RM,3411,1000612,WATER,20.675,DPO-005,1087,Released,unlinked,179
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,584.88,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,584.88,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3438,1001082,GALSOFT SCT 40,584.88,EI/PO/26-27/785,982,Released,unlinked,200
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",389.92,EI/PO/26-27/786,983,Released,unlinked,200
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3092,1000173,Acrylates Copolymer,506.896,EI/PO/26-27/889,1030,Released,unlinked,200
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3092,1000173,Acrylates Copolymer,506.896,EI/PO/26-27/923,1056,Released,unlinked,400
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3355,1000511,Niacinamide,77.984,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3096,1000181,Evening Prime Rose Oil,19.496,EI/PO/26-27/784,981,Released,unlinked,4
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3793,1001341,FLOCARE C 122 PF,19.496,EI/PO/26-27/892,1033,Released,unlinked,60
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3411,1000612,WATER,974.8,DPO-005,1087,Released,unlinked,179
SO-00023,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3263,PR0006909,SKINQ DAILY GENTLE CLEANSER 100ML,Production Released,RM,3667,2000030,Aqua,3.8992,EI/PO/26-27/956,1081,Released,unlinked,20
SO-00008,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3369,PR0006408,SKINKRAFT PRO MOISTURE CONDITIONER FOR DRY HAIR + MORE DAMAGE 100 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,20,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00008,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3369,PR0006408,SKINKRAFT PRO MOISTURE CONDITIONER FOR DRY HAIR + MORE DAMAGE 100 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,20,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00008,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3369,PR0006408,SKINKRAFT PRO MOISTURE CONDITIONER FOR DRY HAIR + MORE DAMAGE 100 ML,Production Released,RM,3411,1000612,WATER,698.9,DPO-005,1087,Released,unlinked,179
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3332,PR0006408,SKINKRAFT PRO MOISTURE CONDITIONER FOR DRY HAIR + MORE DAMAGE 100 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,6.35,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3332,PR0006408,SKINKRAFT PRO MOISTURE CONDITIONER FOR DRY HAIR + MORE DAMAGE 100 ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,6.35,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00173,INCNUT LIFESTYLE RETAIL PRIVATE LIMITED,3332,PR0006408,SKINKRAFT PRO MOISTURE CONDITIONER FOR DRY HAIR + MORE DAMAGE 100 ML,Production Released,RM,3411,1000612,WATER,221.90075,DPO-005,1087,Released,unlinked,179
SO-00095,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3317,PR0007383,SKINQ 15% VITAMIN C GLOW SERUM 15ML,Production Released,RM,3795,1001355,"1, 3 - PROPANEDIOL",2.4075,EI/PO/26-27/786,983,Released,unlinked,200
SO-00095,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3317,PR0007383,SKINQ 15% VITAMIN C GLOW SERUM 15ML,Production Released,RM,3411,1000612,WATER,34.90875,DPO-005,1087,Released,unlinked,179
SO-00095,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3317,PR0007383,SKINQ 15% VITAMIN C GLOW SERUM 15ML,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.14445,EI/PO/26-27/787,984,Released,unlinked,10
SO-00061,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3339,PR0006918,SKINQ BRIGHTENING SERUM 7.5ML_Sample pack,Production Released,RM,3496,1001210,SODIUM HYALURONATE (CHEMICORE),0.047625,EI/PO/26-27/787,984,Released,unlinked,10
SO-00061,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3339,PR0006918,SKINQ BRIGHTENING SERUM 7.5ML_Sample pack,Production Released,RM,3411,1000612,WATER,7.115175,DPO-005,1087,Released,unlinked,179
SO-00064,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3336,PR0006925,SKINQ ACNE & OIL CONTROL SERUM 7.5ML_Sample pack,Production Released,RM,3355,1000511,Niacinamide,0.2082,EI/PO/26-27/926,1059,Released,unlinked,200
SO-00064,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3336,PR0006925,SKINQ ACNE & OIL CONTROL SERUM 7.5ML_Sample pack,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,0.3123,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00064,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3336,PR0006925,SKINQ ACNE & OIL CONTROL SERUM 7.5ML_Sample pack,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,0.3123,EI/PO/26-27/925,1058,Released,unlinked,500
SO-00064,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3336,PR0006925,SKINQ ACNE & OIL CONTROL SERUM 7.5ML_Sample pack,Production Released,RM,3257,1000392,Salicylic Acid,0.1041,EI/PO/26-27/881,1026,Released,unlinked,50
SO-00064,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3336,PR0006925,SKINQ ACNE & OIL CONTROL SERUM 7.5ML_Sample pack,Production Released,RM,3411,1000612,WATER,7.45356,DPO-005,1087,Released,unlinked,179
SO-00022,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3264,PR0006915,SKINQ DAILY GENTLE CLEANSER 50ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,289.86,EI/PO/26-27/893,1034,Released,unlinked,500
SO-00022,HEALTH Q LIFESCIENCES PRIVATE LIMITED,3264,PR0006915,SKINQ DAILY GENTLE CLEANSER 50ML,Production Released,RM,3749,1001427,GLYCERINE IP - GODREJ,289.86,EI/PO/26-27/925,1058,Released,unlinked,500
